Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc
2b970e21ac2898,6db726b48db099,e5e0926e37745e,0,1,96.8,1,0,2,51,1033,0,0,0.0,1281,squad-fpp,26,26,-1,0,0.0,0,0.0,0,0,2204.0,3,1497,0.76
06e07f7638f327,fbdfc2a03632df,eb65eb2aa5a571,0,0,248.4,2,0,0,10,1000,3,3,32.22,1376,squad,27,25,-1,1,0.0,0,0.0,0,0,425.8,3,1500,0.4615
0e65995d47ce60,e85d70d81a6de5,d82defa4fce778,0,0,43.63,0,0,0,59,1081,0,0,0.0,1321,squad-fpp,28,28,-1,0,0.0,0,0.0,0,0,644.1,4,1475,0.4444
e7c352899e70cc,da653952f2fb25,5b7ba4b8e3dc0f,0,6,252.0,3,1,8,4,0,4,1,75.39,1871,squad,28,27,1500,2,1262.0,0,0.0,0,0,2393.0,11,0,0.7778
27dc623eff368e,4e8f3223ecbabc,4da16493b8059a,1,4,176.6,0,0,3,40,1275,0,0,0.0,1161,squad-fpp,30,29,-1,2,0.0,0,0.0,0,0,3118.0,5,1546,0.9655
89cbfc13436e9a,3d2d6dfe939913,e36e4203ed4831,0,0,100.0,1,1,0,32,1000,1,1,28.29,1377,duo,48,41,-1,0,0.0,0,0.0,0,0,723.0,7,1500,0.4468
117bf158e2d333,450c63c9237797,4f7ab831696616,0,0,100.0,1,0,0,31,0,1,1,39.3,1853,squad,28,28,1510,0,0.0,0,0.0,0,0,298.9,2,0,0.3333
f9fb7d7c007a83,66ed1d4031ffa6,4304ff0d74112e,0,1,203.2,2,1,1,30,1034,1,1,6.547,1457,duo,48,48,-1,0,403.9,0,0.0,0,0,2147.0,4,1429,0.7447
7d5cb5b4c0dc4b,c4a6fef41fe92d,517e3aa1398858,1,1,57.08,0,0,1,53,1409,0,0,0.0,1345,squad-fpp,32,31,-1,0,1990.0,0,0.0,0,0,1808.0,2,1578,0.8065
34351356c32d5d,b5077673e469ea,cd2899e7eb758e,0,0,26.25,0,0,0,78,0,0,0,0.0,1985,duo-fpp,48,48,1480,0,0.0,0,0.0,0,0,321.8,5,0,0.2553
e813c4b5e7e60e,1bd7bfe16e1a1e,ed8786460ec8a6,0,0,25.0,0,0,0,43,1294,1,1,0.8008,1406,squad-fpp,30,30,-1,0,0.0,0,0.0,0,0,164.0,2,1492,0.2069
d6ecb24bf3944f,d7efff291628cf,581859b8d6a89d,0,0,0.0,0,0,0,81,0,0,0,0.0,1337,duo-fpp,46,45,1500,0,0.0,0,0.0,0,0,111.1,1,0,0.1111
cd91c59a222e0e,cc96de148f5b49,0b382f07cd6fc4,0,0,0.0,0,0,0,68,1226,0,0,0.0,1302,squad-fpp,27,27,-1,0,0.0,0,0.0,0,0,478.1,5,1492,0.3846
3e22e61994e2bb,5161dda377bd71,8c69f066daaed5,0,0,47.3,0,0,0,84,1163,0,0,0.0,1357,squad,26,26,-1,0,0.0,0,0.0,0,0,149.9,2,1547,0.08
72f1c75ae15b98,17bb9f37e2e044,ab399518f30ed6,1,1,262.1,0,2,5,17,1294,2,1,58.69,1317,duo-fpp,47,44,-1,2,1175.0,0,0.0,0,0,1664.0,3,1505,0.6957
b976e56175947a,084825f9a508ff,88aa059e649623,0,0,0.0,0,0,0,83,0,0,0,0.0,1396,solo-fpp,94,93,1500,0,0.0,0,0.0,0,0,90.79,1,0,0.1183
70bfc57c1060b2,eb16c08de9a15b,dcf74f46416f0c,1,1,60.21,0,0,1,29,0,1,1,26.35,1402,duo-fpp,49,48,1505,1,0.0,0,0.0,0,0,1311.0,2,0,0.7083
011989890f2a2e,d529517fae726f,f95317039e6513,0,0,0.0,0,0,0,79,0,0,0,0.0,1361,squad-fpp,27,27,1419,0,0.0,0,0.0,0,0,76.91,3,0,0.1538
ad5d6dcc99307c,72796de006fc69,93b976d1302db2,1,1,399.5,2,3,0,10,1293,3,2,111.7,1402,duo-fpp,49,46,-1,0,0.0,0,0.0,0,0,2280.0,5,1454,0.8542
8de924eb115d18,49d8678ec64374,f697cd78de1d91,0,0,75.0,1,1,0,31,0,1,1,14.29,1281,squad-fpp,26,26,1390,0,0.0,0,0.0,0,0,328.1,5,0,0.44
27fd098f5535d5,4630d765e4aacd,f653f43444579c,1,0,123.4,0,0,0,36,1337,1,1,7.499,1412,solo-fpp,94,93,-1,0,0.0,0,0.0,0,0,155.7,4,1498,0.4409
775c9cedf3ce74,f5d2a082ac9d73,b70bb362c7d618,0,0,16.96,1,0,0,31,0,1,1,43.76,1401,squad,28,25,1493,1,0.0,0,0.0,0,0,769.2,4,0,0.2963
d4da87cb777234,17c71128423579,8451d8487791d4,0,4,117.1,1,0,3,41,0,0,0,0.0,1436,squad-fpp,25,25,1466,0,0.0,0,0.0,0,0,2229.0,7,0,0.6667
8d37862fc69f2d,f705fdc4d4a399,4b9d6ebab7ef5d,0,2,291.1,3,1,1,8,0,3,2,30.18,1790,squad,27,27,1562,0,2389.0,0,0.0,0,0,1757.0,7,0,0.5769
bf9aac05ba6df4,655e2907542312,0f6938618d1c72,0,2,15.14,0,0,4,48,0,0,0,0.0,1785,squad-fpp,30,28,1484,0,6348.0,0,0.0,0,0,2989.0,8,0,0.6897
0741cc02f203ab,e9ca10afe40982,ee4be5ccecbafe,1,4,153.7,3,1,2,9,1517,3,1,166.4,1823,squad-fpp,29,27,-1,0,6630.0,0,41.32,0,0,3582.0,5,1542,0.8214
a30071df8fffb7,88d932eb917b51,8e8d9383450a10,0,10,151.8,1,1,6,13,1103,2,1,76.72,1845,duo,50,46,-1,0,3965.0,0,0.0,0,0,3037.0,8,1545,1.0
ff2f687e256bb2,4cbb1e2b742654,2c281eb80f69dc,0,1,0.0,0,0,0,72,0,0,0,0.0,1806,squad-fpp,29,29,1500,0,2610.0,0,0.0,0,0,1103.0,6,0,0.3571
775e74af0710f3,4bd85f6be421f8,8fe0fae2e254d8,1,2,353.0,1,0,0,16,1680,2,1,34.16,1423,duo-fpp,49,48,-1,2,0.0,0,0.0,0,0,1096.0,3,1595,0.7083
