Id,kills,walkDistance,healsAndBoosts,weaponsAcquired,assists,cluster,churn,churn_probability
155bee6d75c10c,0,1065.0,1,4,0,0,0,1.79733202873757e-05
aa1f068dd1d9ed,0,131.4,0,2,0,0,0,0.040706051257152
4b9d9eed859d01,1,2108.0,2,3,1,1,0,1.0464356126565338e-08
be7919bc31656b,0,2247.0,0,3,0,1,0,1.6009245402559886e-08
a14908331466f8,1,644.1,0,5,0,0,0,0.0002622752580999
6529cca07557dd,1,458.8,0,3,0,0,0,0.0097042116674773
aeeeec9e6ee197,0,234.1,0,5,0,0,0,0.0818609277912575
dc7b892174cd20,1,204.6,0,2,0,0,0,0.0257609803286312
8a1c9a961898f8,1,225.2,0,5,0,0,0,0.1247621544984808
163b28aeee44d6,0,96.91,0,2,0,0,0,0.1554284168782243
030ff78474e77b,0,1975.0,11,4,0,1,0,9.653096401712097e-09
443d469e9ad181,0,117.6,0,1,0,0,0,0.3930555266430959
e48b70391210d3,3,2085.0,5,7,0,2,0,3.6134846804116066e-11
3d85980164e5cb,0,92.55,0,2,0,0,0,0.1348327784858875
4a7f3c8514d66a,2,2359.0,0,5,0,1,0,1.078561645831525e-09
075722523d3f76,0,3259.0,2,6,0,1,0,7.876953228707231e-13
fa6bd484b37ae7,0,70.33,0,2,0,0,0,0.1939070884659484
26d99a7613ebe1,0,45.43,0,0,0,0,1,0.6998205898439919
b53a052943655c,0,404.6,6,3,0,0,0,0.0023169021964993
6f513afbc9bc0e,0,48.24,0,1,0,0,1,0.2053826825416974
55e417c779c1a4,0,1434.0,0,3,0,0,0,1.0962098674092873e-06
ab291ca890e6df,1,528.4,17,6,0,2,0,9.496996458711596e-05
1eeb7edb6681b7,0,1805.0,6,4,0,1,0,3.2208443370937716e-08
ac8d1921fdd163,0,8.197,0,0,0,0,0,0.260828946532942
f5dd4e6afaa38d,0,2321.0,0,15,0,1,0,8.330881182876733e-11
e183d4bfdf164b,0,219.0,0,4,1,0,0,0.0460475274196084
31289c6a498089,2,2322.0,7,6,0,2,0,6.233623667375241e-11
f106bd1a9a181f,0,1387.0,0,5,0,1,0,3.816389772840487e-05
6f2768ba7ad2e9,0,157.1,0,2,0,0,0,0.1444973965793212
4a85fbd1671516,0,593.1,0,4,1,0,0,0.0030334207038475
8a5b45e6a9e558,1,10.28,0,2,0,0,0,0.5417236150292314
e72c615a9faf94,0,2588.0,1,2,0,1,0,7.22828807951771e-10
d665848826eb7f,0,3007.0,2,9,0,1,0,1.7305955389252348e-12
71a68c2aa3b9fc,2,2425.0,11,5,3,3,0,8.381400093083194e-11
66e542c806a000,0,336.6,0,8,0,1,0,0.006161173999378
5cb95ba054b999,1,2742.0,15,6,0,2,0,1.7896287686362629e-12
6b0846aa6498c2,8,3557.0,5,7,1,2,0,7.909689539035691e-13
23997994132d2f,0,202.3,0,3,0,0,0,0.0457091844825263
1ba90dacfda95b,3,1411.0,13,6,0,2,0,4.18164318779065e-07
33713e267d52d4,11,3405.0,9,6,0,2,0,8.743309025957649e-12
acbd24498cebd1,1,4699.0,5,3,1,2,0,6.801437133951185e-17
ca322c8ffca186,3,178.7,0,2,0,0,0,0.1185064332999511
ba64ef39590b98,0,1864.0,1,5,1,1,0,1.2203906275275217e-08
e7f2f65d21c83f,1,2687.0,3,1,0,1,0,5.382859955049816e-10
0fe2e3b9a76419,3,718.1,0,3,0,0,0,0.0003933915363156
529a12a4aa5f8b,3,247.9,2,5,0,1,0,0.4149858656884866
d780d40bd0fd8f,3,2052.0,12,4,0,2,0,3.944842807224883e-09
2c33a14901e62f,0,41.76,0,1,0,0,0,0.6923279753736689
ad910def07540b,1,229.9,3,2,2,3,0,0.0244536731744631
715970040933a7,0,181.9,0,3,0,0,0,0.0575006224978225
cadb6c19632e0d,2,2291.0,7,8,1,2,0,4.3196165742631435e-10
b9f0409ed33485,2,258.6,1,3,0,0,0,0.0314600229221774
0fef38f3dc2b65,0,378.6,0,3,0,0,1,0.2509875752054587
1e980fe13dc6db,3,2006.0,8,6,0,2,0,3.625092009386521e-09
b7b3e64f4a338b,1,1966.0,0,6,0,1,0,1.5719720756570852e-08
2a241e2c81cedf,4,1913.0,5,9,2,3,0,1.9227584731433352e-09
2ca24613508f9e,0,168.2,0,1,0,0,0,0.1221920143030823
cdcbd7dff600bd,3,4196.0,5,2,0,2,0,9.34573223154394e-13
f175547a5899b4,2,888.5,16,5,0,2,0,1.890007890639119e-06
d2c049aa511634,2,1561.0,13,4,0,2,0,5.270571008447275e-09
8d42a8c2ed9c3c,0,194.9,0,3,0,0,0,0.095686385352341
24024b3be49c07,3,88.98,0,1,0,0,0,0.5114085772885947
3da70870594cad,1,2570.0,4,5,0,1,0,3.1891708405961363e-10
6de18c55719a84,1,526.2,0,4,0,0,0,0.0057234876821879
07daef859b3689,1,2440.0,4,7,1,1,0,2.6737243146088783e-11
6a2b6287656141,0,760.5,0,2,0,0,0,0.0007384342892058
2f590027813bff,2,224.0,2,3,0,0,0,0.3721027398760101
747aa1d93456e7,0,665.9,1,2,0,0,0,0.0148970604193192
5a8c0b80df70b1,2,1640.0,8,4,1,2,0,4.864719406007784e-07
34879507ddb31b,0,17.35,0,0,0,0,1,0.8452879307768169
3a3e43fe9b178b,1,2807.0,2,10,0,1,0,4.741351995492491e-12
2a67f55224b5ae,5,4008.0,7,3,2,3,0,6.4512070032661554e-15
c873682b4b2892,1,279.9,2,2,1,0,0,0.0334537498605829
2d76078a24b3e6,0,546.4,0,6,0,1,0,0.0035549367527317
e91e1a0f4430ed,1,792.6,1,4,0,0,0,0.0003722857510819
7ac6c685f7c23d,0,2690.0,0,4,0,1,0,7.872609651532744e-11
17b2953f28e246,0,346.1,0,1,0,0,0,0.0149150920329452
80e211b4b906c7,0,203.0,0,3,0,0,0,0.1031185251296707
54b45f62b78b9a,2,1781.0,9,6,1,2,0,9.70525219311674e-08
33a815704c3b37,0,16.7,0,2,0,0,1,0.4509574816127016
b9ff04cc01d574,1,403.8,0,2,0,0,0,0.0037272666823585
0c73ffabcc718e,0,141.8,0,1,0,0,0,0.4907433286904233
4d161dfb02f8b4,2,901.6,2,4,1,1,0,0.0001434437232433
633e17a410ab55,0,387.7,1,2,0,0,0,0.0092267880992059
5dc21747323371,1,252.3,0,3,0,0,0,0.0116226429312128
79a2b247756242,0,2299.0,7,8,0,1,0,1.918359400745404e-10
54053f134b1437,0,267.9,2,3,0,0,0,0.0760891728352273
eb2d96c7113712,2,1187.0,3,5,0,1,0,7.387297380740726e-05
95390dbe278919,0,1083.0,0,3,1,0,0,2.129141175184952e-05
7f55e08c8df6f4,0,43.79,1,3,0,0,1,0.6061639612970596
da9c5df268bf50,0,86.56,0,1,0,0,1,0.4174426352783389
c749537cd59427,2,280.9,5,4,0,0,0,0.0018416495106033
b537b431ebd6b1,0,2049.0,1,5,1,1,0,5.410613289701581e-09
9ac60e73d4df1b,0,1060.0,0,6,0,1,0,7.002274346540238e-06
570960aa53fa08,3,488.0,1,4,0,0,0,0.1262706440044403
70188c6876dac5,0,1357.0,0,3,0,0,0,1.8062707449492e-05
d5ff63d9df0713,2,716.8,8,7,0,2,0,0.0014904497536627
9b8797a711d469,1,1420.0,1,6,0,1,0,6.647703046154583e-07
0f52880fbef89e,0,87.35,0,2,0,0,0,0.3870953389089506
36fe4d80629502,0,3380.0,7,4,2,3,0,2.1281037190601545e-13
3aae61852db298,0,27.09,0,1,0,0,1,0.8381104386584708
8e5a661ffadb56,1,2210.0,7,4,0,1,0,7.651636480322725e-10
3826ec6e46ac44,0,58.01,0,3,0,0,1,0.8515026642622823
372149ed2ba68a,2,3254.0,11,8,4,3,0,6.553365906213649e-15
8ed261f1f1aeff,0,60.55,0,1,0,0,0,0.589882871150711
2eb5951e0f10f1,2,4403.0,16,2,2,3,0,1.7346955823270418e-17
e20efba029a4d6,0,950.7,0,2,1,0,0,0.0001119966712706
23a4d571287f29,0,2712.0,0,8,0,1,0,1.7570458140017993e-11
969f6bc6496810,1,177.5,1,4,0,0,0,0.0529315554288324
af33e08053d167,0,382.4,0,4,0,0,0,0.0591816309051564
2336c72d9eb08f,0,2153.0,0,4,0,1,0,3.9671597138671805e-09
35b74294df4aa4,0,1114.0,3,5,0,1,0,3.522671973876477e-05
da2cab6de1d5ea,2,81.54,0,1,0,0,0,0.0463408972061139
62288debdf588b,0,7.366,0,1,0,0,1,0.8833899661506067
a122343096124b,0,1065.0,0,4,2,3,0,0.001813840317209
c47952d375b25d,0,2222.0,0,4,0,1,0,2.6694098092826383e-08
14232b8e1b9f90,0,1092.0,1,4,0,0,0,8.106993614814562e-05
07306c633f1a9c,1,1985.0,0,2,0,0,0,2.7743108414099585e-08
115fc3a4991245,5,1592.0,5,6,0,2,0,2.153401325759361e-06
70c7bc28ca4923,0,1848.0,3,2,0,1,0,7.314424333392977e-07
8a778405f00f0c,2,131.9,1,3,0,0,1,0.2727368530659982
ee7fcc9495f214,3,117.2,0,3,0,0,0,0.0475176876052058
a3c54ed5d96c30,1,152.5,0,6,0,0,0,0.1047877754187059
e4182dc672ea0c,1,361.8,6,2,0,0,0,0.0106417142803489
7523c487a0e392,3,1594.0,2,3,0,1,0,8.464045088441194e-07
5d511171477719,2,197.1,0,2,1,0,0,0.2864146615925806
ef05c5727647e5,4,3520.0,8,4,1,2,0,1.117900356957604e-12
e32e46bdabe3f3,1,689.6,0,7,0,1,0,0.0001388600817806
76fa8fb64e13f7,0,91.09,0,1,0,0,1,0.8432634858924118
0b264467b97a70,0,966.8,0,3,0,0,0,0.0008873999155212
584d7565c70de5,0,1642.0,1,4,0,1,0,7.806083425904555e-08
3aeda890d85cb6,5,2309.0,12,9,3,3,0,2.3792433429268444e-10
a1ec1199cbcdd2,8,3059.0,1,7,2,3,0,1.8563447562216168e-11
e0a584816b1ab0,7,3391.0,20,4,2,3,0,2.178318413727368e-13
0300b4b940c6c9,0,2268.0,4,2,0,1,0,3.3606098854057154e-09
8816c7404858f1,2,2342.0,4,5,1,1,0,1.2541860760532498e-10
156c5b4d8e7d92,0,63.52,0,1,0,0,1,0.5344124730989759
15567cd9ac1f33,1,331.1,0,2,0,0,0,0.0373560827085408
843e59395ee2e0,5,2134.0,2,2,0,2,0,4.2321771869514303e-08
91d8f6763af130,0,171.8,0,2,0,0,0,0.1906393382941039
1af676963124a1,0,847.9,0,3,0,0,0,0.0006052382479656
6bfa74ea454190,0,2713.0,0,5,0,1,0,1.14485375899686e-10
b964e580f83e5a,0,795.0,1,5,1,1,0,0.0002407184834284
729389df02218f,1,178.6,0,1,0,0,0,0.2996051219961408
295ce423599fdc,0,0.0,0,3,0,0,1,0.0197419143143787
ded285ac630abe,0,2445.0,3,5,1,1,0,4.288261496850588e-11
feff94ab183442,0,307.5,2,2,0,0,0,0.0009954608315374
391522cc41704f,0,1222.0,1,3,0,0,0,1.1537351552255528e-06
4837f45548d588,2,1584.0,5,3,0,1,0,1.6176874361159556e-06
d1056034599ca2,0,289.7,0,2,0,0,0,0.0125843893141196
34ed41498fa65d,0,24.91,0,0,0,0,1,0.8661795121530307
f691bea4c2814a,0,61.41,0,0,0,0,0,0.2704470260751415
b2cda5fb49a3c0,0,792.9,2,4,0,0,0,0.0004799227915229
02ea3081bae1a6,0,280.7,0,3,0,0,0,0.0183854717077132
a6debef6ff213b,1,193.9,1,3,0,0,0,0.00790025491307
ef65ebfd79aa55,1,2567.0,6,7,0,1,0,5.748737794117421e-10
5e7ea4721ffde8,0,975.3,2,7,0,1,0,4.538463716679687e-05
2b0bb01ba82607,0,28.2,0,1,0,0,1,0.5443290702145254
6472108ee5bcef,0,33.76,0,2,0,0,1,0.5815229764365477
98f04a057201d2,1,1877.0,2,3,0,1,0,1.5939158889789253e-07
f96db2358ebf23,0,1470.0,3,3,0,1,0,1.09032811889992e-07
5c96cc29290c39,0,2243.0,0,5,0,1,0,9.82310335007974e-10
a102bcc6ce4ea9,0,2101.0,0,4,0,1,0,6.062830628533998e-08
13e8e24b32e159,0,2768.0,6,3,0,1,0,7.847122583191789e-12
51625a36718236,0,236.2,0,6,0,0,0,0.0059631332401825
ebf9c76d5c4fa9,3,3051.0,3,2,1,2,0,3.751901047710128e-11
cc9e765da78a9a,13,2418.0,8,5,3,3,0,1.213045981997515e-09
bf474780156751,0,2797.0,2,3,0,1,0,1.1213797968915784e-10
d1c11e01159a30,0,1728.0,6,2,0,1,0,1.654655035485602e-08
3174c701df7367,0,2368.0,4,6,0,1,0,2.2683962633685123e-09
a99a502d0fe79f,0,2249.0,0,2,0,1,0,3.679365272710074e-09
41ac332aa1895a,0,1754.0,4,6,0,1,0,3.370996730735484e-08
d749ac87a04c6e,0,17.54,0,1,0,0,1,0.9030418706648606
146b87de5fbde8,3,2465.0,6,3,0,2,0,2.720749766884732e-09
f15f3de765c7d9,0,180.8,0,3,0,0,0,0.1708656546100425
72a45f1c90f281,0,224.9,0,4,0,0,0,0.1620505825114237
2fd4f6bcd70619,2,744.1,7,4,0,1,0,7.27242642465159e-06
fa1efbb06b68ae,6,2284.0,5,5,0,2,0,1.062207069643572e-08
f06dded9ac22e4,1,1631.0,3,6,0,1,0,2.95323476446634e-07
3ad75946aee7ad,0,571.7,1,3,0,0,0,0.008459930801317
93a17ca6a46be9,1,29.87,0,1,0,0,0,0.3725772086812806
8bdfd3968a62df,2,178.3,0,3,0,0,0,0.1236623753922241
fbab556a433a26,0,0.0,0,0,0,0,1,0.9999758502436396
9e6642a660e224,0,46.42,0,2,0,0,0,0.6432126985652353
8dea65bcfc9abe,0,26.39,0,2,0,0,0,0.7625889369028815
de5e78aabaca54,1,78.67,0,2,0,0,0,0.5109326219977096
f552105d7720bd,2,41.18,0,1,0,0,0,0.758254028831793
45123b51b40e8d,1,155.6,0,3,0,0,0,0.095538952583608
4d98bbf18b9db2,0,24.09,0,2,0,0,0,0.1131850967412647
20ba938016388f,0,1831.0,1,6,0,1,0,8.299130022511501e-08
551f7fbfa80826,1,578.2,0,2,1,0,0,0.0044880475408695
6b36cf0d21f1b3,1,134.6,0,7,0,1,0,0.0452613572281204
047bea5fede33a,0,244.0,0,3,0,0,0,0.0294954546209355
e1122bcbf07155,3,3304.0,9,5,0,2,0,4.865538950865022e-13
f40e1bb83edf52,1,49.1,0,1,0,0,1,0.3214252435643499
e95a2082953d17,1,3622.0,7,6,0,2,0,3.9467127695676844e-14
2c7570948cba1d,0,92.56,0,2,0,0,0,0.0662316770689228
9ed66e1c42a70e,1,784.5,2,2,0,0,0,0.0014399281959856
5970e7778e86a4,0,42.87,0,1,0,0,1,0.4621317961019867
50ad69eccb24b8,0,2452.0,1,5,1,1,0,2.8911279353747e-09
1ffbe2e54b40c0,2,2931.0,0,12,1,1,0,4.3964600205958307e-11
63a608c47c7985,0,9.673,0,0,0,0,1,0.8630326132699848
5a008a0adb59ba,2,1993.0,9,4,0,2,0,4.600969418825154e-09
5c58fc816e5160,1,516.6,0,8,1,1,0,0.0003698437551838
2d17bc6fbdd318,0,164.9,1,2,0,0,0,0.0097797406010278
d6601aa3e1adfd,1,184.3,1,1,0,0,1,0.2367546990643462
5334b8b4b1ecb1,1,2838.0,2,4,0,1,0,2.7452819302013123e-11
eb5e79141bfeea,0,96.63,0,2,0,0,1,0.5832502342661682
42742be1c4723c,1,3223.0,1,5,0,1,0,9.146521171899019e-12
d01fc14c178abc,2,1557.0,0,6,0,1,0,6.918709542896441e-07
44e51c57c9b74a,0,1406.0,6,4,0,1,0,2.4771188152597784e-06
c97fe9aa0ced26,0,1230.0,0,4,0,0,0,6.56258857453673e-05
ab096db8858ca9,3,563.8,5,2,0,0,0,1.673602668228219e-05
bdda8e41b630ff,1,1696.0,0,3,2,3,0,7.0688904367105e-07
92d567afd6c67b,0,54.15,0,3,0,0,1,0.3749340564516756
8876104276b172,4,333.6,2,3,2,3,0,0.0628802755168836
7e05173f5e7482,3,3243.0,8,5,0,2,0,2.2463156922781678e-11
d680e1906cbb3c,0,23.4,0,0,0,0,0,0.2081283691534244
f68e94edf08e70,0,22.4,0,1,0,0,0,0.4858246108346811
3e065b9d6d7a71,0,2532.0,0,5,0,1,0,1.394712916735283e-09
3963d6cfd153de,0,84.06,0,2,0,0,1,0.5001003007507258
fff7beceaf4f7a,0,88.32,0,2,0,0,0,0.4282131885675984
1f8797131bce4e,1,1499.0,2,4,0,1,0,1.0879200656282685e-07
5a8b8d01a0fa93,2,3049.0,0,6,0,1,0,2.765281534442221e-12
5951df36594031,2,2765.0,19,6,2,3,0,1.0650172173138828e-12
f72f5d4b6d1333,0,98.16,0,1,0,0,1,0.7882549441551039
a0bdb8ca33caba,1,326.5,2,1,0,0,0,0.0867913107705498
b89146f608f195,4,1735.0,0,7,0,1,0,7.107196358768714e-08
a1e960eb7f2e5b,4,3133.0,2,9,0,2,0,1.2127488163484198e-11
49830b1d4fe30d,0,1296.0,1,5,0,1,0,2.500845514060148e-06
6a9ec2fca314cc,3,3717.0,4,7,2,3,0,1.285592846245473e-13
335920797e53ae,2,500.7,2,4,1,0,0,0.0010536216622242
826de07b4514a5,1,521.2,11,4,1,2,0,0.0005051167000366
7f1a5bd1299059,0,261.9,0,2,0,0,0,0.2473286855983699
584a155da865f7,0,1353.0,1,4,0,1,0,8.830742084811025e-06
c49c08983121e0,0,66.03,0,2,0,0,1,0.7956493072401595
025fc48503e649,0,846.2,0,3,0,0,0,0.0003294332572895
a69f17a245d7ae,1,824.0,0,4,0,0,0,3.5888867202707227e-05
7efe64a101e2d0,13,2525.0,5,6,0,2,0,3.371474920279916e-11
e216f73626339b,2,230.1,1,2,0,0,0,0.0113163499939367
f09c529a95a377,0,906.0,0,5,0,1,0,8.461238093293312e-06
28292accc281c3,0,76.22,0,1,0,0,0,0.0337045422415217
4cdf4ee68fb614,1,34.19,0,1,0,0,1,0.5600322697156659
839359c2996d07,5,2950.0,5,7,0,2,0,6.643103691703268e-11
ea9f966c8797b5,2,106.0,0,2,0,0,1,0.4901639663017235
8afa94be030203,2,626.5,2,6,0,1,0,0.0064354142796926
6d671c9216246c,1,1553.0,0,4,1,1,0,9.067134261854472e-07
7f3c94ac69b74d,0,2820.0,1,4,1,1,0,4.1029802752288334e-11
6f1430ec43b5f5,0,128.0,0,1,0,0,1,0.8104498666549853
af9fbd69716907,1,62.12,0,3,1,0,0,0.0782586496323532
8f69947a6acff8,1,1030.0,0,2,0,0,0,0.0002389696365464
52355264549f3b,1,860.1,0,4,1,0,0,0.000769779182141
14b057ca90e8d5,4,1270.0,6,4,1,2,0,5.434408155463771e-06
94c44fe777e349,5,2697.0,10,5,3,3,0,2.6521850739629043e-12
53daa2ef494353,0,1892.0,0,8,0,1,0,5.460777958419003e-09
a1ed6af969cd49,0,2571.0,3,6,0,1,0,1.374282685910827e-10
f64550f2fb50db,2,848.6,6,5,0,1,0,3.1830911067112627e-06
d2945303028510,2,199.5,1,1,0,0,0,0.0626868717169522
6233c532b031cf,1,692.1,2,4,0,0,0,4.551808562348934e-05
a71ff396d6c7e7,0,853.2,0,4,0,0,0,0.0077701240361896
f329df6ed2abd9,0,153.6,0,0,0,0,1,0.6398891975884933
1043bf4a39993a,0,27.14,0,0,0,0,0,0.8181157370560551
494b0eb834f5ed,0,255.2,0,3,0,0,1,0.5226489779323874
6192d23998f805,0,527.5,0,4,0,0,0,0.0086432976880456
b061a3c792393f,0,153.0,2,2,0,0,0,0.0765694850566063
26d6d8674317fd,2,2038.0,2,3,1,1,0,1.1765413620301536e-08
a4c7f25ada317a,1,2145.0,3,4,0,1,0,6.761886940880529e-09
72e794547b88fa,2,2074.0,4,3,1,1,0,7.3441149719195845e-09
8968196442441e,2,4939.0,8,7,1,2,0,4.214304152405093e-19
05cf2d520fad40,0,711.1,0,5,1,1,0,0.0005864012124978
7dcee034fff512,0,298.4,5,4,0,0,0,0.000617033766643
b2f2839d47c16f,0,1282.0,3,5,0,1,0,2.764502845391921e-06
a7ed12cf511cfb,0,1873.0,1,7,0,1,0,1.9734956490464026e-08
3e243a541654ee,1,3701.0,7,5,1,2,0,9.052521375655134e-15
70eb062073d0fb,0,179.8,0,1,1,0,0,0.0442572644789592
ad616d4f6bb70e,0,2119.0,8,4,2,3,0,5.5649976393809835e-09
32af22d5c43614,0,1040.0,3,7,0,1,0,2.749000316471505e-05
3086e98adef50f,0,1544.0,3,3,0,1,0,1.9375562970240774e-07
5030649edbd769,0,70.42,0,4,0,0,0,0.3132766375417501
fec751b8e51734,1,107.8,0,4,0,0,0,0.1170294372642103
5fc9c9512092a6,0,189.3,1,2,1,0,1,0.4897616337131151
fbcebb06ffab6d,0,1235.0,1,4,0,1,0,1.70038571952062e-05
020fbf899689ad,0,475.7,2,3,0,0,0,0.0104902622989878
6bb4da5df2b5c6,0,1106.0,2,6,0,1,0,7.753720296588612e-06
5531c19c7d8c04,0,237.0,5,2,0,0,0,0.0617983513796623
14e84afb32e853,2,104.7,0,1,0,0,1,0.1082085418980759
0f0e95184365cb,1,474.2,8,3,0,0,0,0.0023727453279341
5f86a1ed31211b,0,117.1,0,2,0,0,0,0.3127546295690804
19b1d4cef46fc2,1,1908.0,3,5,0,1,0,2.628710276668975e-08
15bf034fdc88fa,0,24.39,0,1,0,0,1,0.8777998158687169
1f5e2f9632d2bc,2,2870.0,6,3,0,2,0,5.743307077926285e-13
d8e0130e2a8648,0,205.4,0,1,0,0,1,0.4528986130865731
b4d1af1e015872,0,152.1,0,2,0,0,0,0.1584452429940391
475d674224f21e,0,1322.0,0,5,1,1,0,7.21923202854894e-06
e966edc30c6615,1,565.2,1,3,0,0,0,0.0049809004413075
48423740a06acc,3,455.4,0,2,0,0,0,0.0430871852986418
45479839d41a4f,0,40.36,0,0,0,0,1,0.8333003508031674
86425e408eef2d,0,709.4,0,4,0,0,0,0.0005086418203961
c07a24af3edb46,0,622.2,0,3,0,0,0,0.0004489866095396
e6f2bad003914d,3,985.0,3,2,0,0,0,5.3447921319098536e-06
17a9855bc969be,0,173.4,0,2,0,0,0,0.3133495479538775
a4c29ae6a230a8,0,4.645,0,1,0,0,1,0.9575882947662332
5ce719aa89db24,0,33.44,0,2,0,0,0,0.1522313029979304
fe3d9525fc831d,0,2499.0,3,9,0,1,0,4.43728705771636e-11
4549606e7c1153,0,1337.0,2,4,0,1,0,1.5929127673611391e-06
b70ca8974e4ff3,0,321.3,0,3,0,0,0,0.01760803875058
19f90f31beb22e,0,3238.0,0,3,1,1,0,1.614593828725957e-12
69762ccd508306,0,31.3,1,1,0,0,0,0.508636850570602
4f93a3afae58cd,0,364.0,2,3,0,0,0,0.0267509167081131
236cdf822a9f58,0,51.44,0,1,0,0,1,0.7144620588082683
a90d0a07b956f1,7,3481.0,15,4,0,2,0,8.572601501994236e-12
abe09a7cdd57a7,7,2467.0,9,9,0,2,0,2.624656958651087e-09
0dc7afdfe98d41,0,189.2,0,2,0,0,1,0.3700624297182629
bcb658cd2d0c45,0,52.13,0,2,1,0,0,0.7687770993522494
7242557776c5b6,0,134.9,0,2,0,0,0,0.293515011774794
1b1f065c660004,0,1209.0,2,3,0,0,0,6.758383713877388e-06
05c17f041a6a20,0,109.7,1,2,0,0,0,0.1439154984771481
c28aee137b075a,1,939.2,0,4,0,0,0,0.0015814541456158
ad2d48769d3680,0,818.7,0,9,0,1,0,0.0004786899421239
3411c23451d318,2,598.3,3,3,0,0,0,0.0031066017172477
19c2504235dceb,1,1807.0,9,8,0,2,0,5.498863843479543e-08
885f3fa5a1f29d,0,5639.0,5,5,0,1,0,1.6984129585147336e-20
43ed7ac416d72d,0,535.8,0,3,0,0,0,0.000164174582457
b3868ba2f8e412,1,148.4,0,2,0,0,0,0.2890562508924499
a6ebb05dd53dc6,1,1220.0,6,3,0,1,0,9.154518795018634e-06
162910a86d117b,1,58.18,0,1,1,0,0,0.2376550521491455
f285e4c2768645,0,563.2,0,5,0,0,0,0.0074582834323437
fac1d91c076c5e,0,2385.0,2,3,0,1,0,9.361683839100279e-10
c786a1a3304ac5,0,2735.0,7,7,1,1,0,2.274130893146589e-12
dfb5897f31057f,1,40.45,0,2,1,0,1,0.3776189056051999
8ad985c3beb216,5,2941.0,8,2,4,3,0,5.583431084128949e-12
236b69d3cd4837,0,140.1,0,4,0,0,0,0.1683093843632558
71463d41e74ddb,0,3931.0,1,4,0,1,0,2.3229528280978216e-15
1a0209d34b81c1,2,195.5,0,2,1,0,0,0.0063648689085777
d5782a5fe7e0ab,2,1036.0,0,7,0,1,0,1.2962400093578663e-05
c71505a47964d7,0,408.0,6,5,0,1,0,0.0188890924338794
7f06931c0d0964,3,2063.0,3,6,1,2,0,2.2744239604161865e-08
fdd5008351064f,0,173.3,0,3,0,0,0,0.1232612796955168
0c30308c5dfbf5,1,614.6,1,2,0,0,0,0.0015963344786284
7778e6a43c080f,2,1295.0,4,3,0,1,0,2.5209933585060627e-06
7b9387c90026bc,0,3139.0,3,5,0,1,0,2.1867880697355866e-12
61332b1cb25331,4,2618.0,1,6,0,2,0,2.5794298177945137e-11
e66de0709bebf9,0,3182.0,11,11,1,2,0,1.5393237352686735e-14
bd41b06af05884,2,2808.0,14,4,1,2,0,1.984766320224711e-12
b2849ae212a42d,0,1913.0,0,4,0,1,0,1.0830538226135097e-07
b84226a4e46556,3,2675.0,23,5,0,2,0,2.2232570414063587e-12
69d5e3c65506f1,12,2859.0,9,16,2,3,0,6.481371708482359e-11
8547e044f81b64,0,303.3,0,2,0,0,0,0.0007621628501822
406fb8224241d0,0,398.1,0,2,0,0,0,0.045115054592819
a4f97161dcfe38,0,0.0,0,0,0,0,1,0.9783608029650296
2fdb30cec5ad94,0,1757.0,2,2,0,0,0,1.023598943950277e-07
651ff5c4377640,0,30.99,0,1,0,0,1,0.8759195539998849
6107cf030d5c15,0,969.5,0,3,0,0,0,0.0001060381264241
